id,referencia,marca,capacidad,ciudad,responsable
2189,ACH01,RICO,239,Bello,Anibal Gaviria
5843,ACH22,SONY,669,Bello,Anibal Gaviria
8826,ACH43,RICO,270,Sabaneta,Daniel Quitero
6150,ACH43,RICO,1966,Caldas,Federico Gutierrez
9009,ACH22,KALLEY,235,Medellín,Federico Gutierrez
1522,ACH43,RICO,959,Medellín,Luis Perez
4573,ACH22,RICO,1729,Medellín,Federico Gutierrez
4286,ACH22,SONY,761,Bello,Luis Perez
3667,ACH22,KALLEY,455,Caldas,Anibal Gaviria
8057,ACH43,SONY,1730,Sabaneta,Luis Perez
1076,ACH01,SONY,494,Envigado,Anibal Gaviria
1553,ACH22,KALLEY,924,Bello,Luis Perez
141,ACH01,KALLEY,1924,Caldas,Anibal Gaviria
585,ACH43,SONY,1024,Envigado,Federico Gutierrez
8699,ACH22,KALLEY,563,Medellín,Sergio Fajardo
5444,ACH43,SONY,243,Bello,Federico Gutierrez
5028,ACH22,RICO,1192,Envigado,Federico Gutierrez
7430,ACH01,RICO,1308,Caldas,Daniel Quitero
4137,ACH01,SONY,633,Bello,Daniel Quitero
1997,ACH22,RICO,1856,Envigado,Federico Gutierrez
3426,ACH22,KALLEY,1236,Envigado,Sergio Fajardo
5056,ACH01,KALLEY,1590,Sabaneta,Federico Gutierrez
4189,ACH43,RICO,702,Bello,Daniel Quitero
5762,ACH01,KALLEY,271,Bello,Anibal Gaviria
1239,ACH22,KALLEY,239,Sabaneta,Anibal Gaviria
8198,ACH01,RICO,1835,Bello,Daniel Quitero
2831,ACH43,RICO,203,Medellín,Sergio Fajardo
7822,ACH01,KALLEY,822,Sabaneta,Federico Gutierrez
7693,ACH22,SONY,1639,Sabaneta,Daniel Quitero
3444,ACH01,RICO,689,Sabaneta,Anibal Gaviria
9859,ACH01,KALLEY,1205,Medellín,Federico Gutierrez
5472,ACH22,SONY,532,Sabaneta,Anibal Gaviria
5453,ACH22,KALLEY,1103,Bello,Anibal Gaviria
3327,ACH43,SONY,1921,Medellín,Daniel Quitero
312,ACH22,KALLEY,888,Bello,Anibal Gaviria
8323,ACH01,RICO,1796,Bello,Daniel Quitero
9356,ACH22,RICO,636,Sabaneta,Federico Gutierrez
5355,ACH01,SONY,1608,Sabaneta,Sergio Fajardo
9999,ACH01,SONY,1872,Bello,Daniel Quitero
2698,ACH01,RICO,924,Sabaneta,Federico Gutierrez
7264,ACH43,SONY,427,Envigado,Luis Perez
2964,ACH01,KALLEY,751,Caldas,Sergio Fajardo
9438,ACH01,SONY,222,Caldas,Federico Gutierrez
7397,ACH22,RICO,1418,Medellín,Sergio Fajardo
3787,ACH01,RICO,1149,Bello,Anibal Gaviria
1909,ACH22,KALLEY,1916,Sabaneta,Federico Gutierrez
1624,ACH22,SONY,817,Bello,Daniel Quitero
4837,ACH01,SONY,1073,Envigado,Federico Gutierrez
2928,ACH01,SONY,1367,Caldas,Anibal Gaviria
4549,ACH01,KALLEY,385,Envigado,Sergio Fajardo
6810,ACH22,KALLEY,393,Envigado,Daniel Quitero
2622,ACH43,SONY,1074,Caldas,Anibal Gaviria
2918,ACH22,KALLEY,1071,Medellín,Sergio Fajardo
2450,ACH43,RICO,1740,Bello,Sergio Fajardo
2584,ACH43,KALLEY,218,Medellín,Federico Gutierrez
3588,ACH43,SONY,901,Caldas,Sergio Fajardo
2577,ACH22,SONY,856,Sabaneta,Anibal Gaviria
3086,ACH22,RICO,1400,Medellín,Luis Perez
7131,ACH22,KALLEY,1416,Caldas,Daniel Quitero
4283,ACH01,KALLEY,1898,Sabaneta,Sergio Fajardo
6705,ACH43,RICO,883,Caldas,Sergio Fajardo
1533,ACH01,KALLEY,1668,Medellín,Daniel Quitero
9165,ACH43,RICO,230,Envigado,Sergio Fajardo
553,ACH22,RICO,1522,Bello,Luis Perez
6218,ACH43,RICO,1286,Envigado,Anibal Gaviria
6653,ACH43,KALLEY,107,Bello,Luis Perez
1066,ACH22,KALLEY,613,Medellín,Anibal Gaviria
2608,ACH01,SONY,1057,Caldas,Sergio Fajardo
6399,ACH43,SONY,1508,Medellín,Sergio Fajardo
6534,ACH43,SONY,1693,Bello,Luis Perez
838,ACH22,SONY,1605,Caldas,Daniel Quitero
5037,ACH01,KALLEY,1771,Caldas,Daniel Quitero
7734,ACH22,KALLEY,131,Sabaneta,Sergio Fajardo
6754,ACH22,RICO,1156,Envigado,Anibal Gaviria
8639,ACH22,SONY,532,Caldas,Federico Gutierrez
9745,ACH22,RICO,1698,Bello,Daniel Quitero
2456,ACH01,RICO,1632,Envigado,Daniel Quitero
8721,ACH43,KALLEY,954,Caldas,Sergio Fajardo
9628,ACH01,SONY,135,Medellín,Sergio Fajardo
2760,ACH01,RICO,1699,Bello,Anibal Gaviria
9583,ACH22,SONY,1491,Sabaneta,Federico Gutierrez
7905,ACH01,SONY,279,Medellín,Daniel Quitero
8757,ACH22,SONY,1030,Envigado,Sergio Fajardo
5893,ACH22,RICO,174,Bello,Daniel Quitero
7529,ACH01,KALLEY,251,Envigado,Luis Perez
1582,ACH43,KALLEY,1076,Sabaneta,Luis Perez
2778,ACH43,SONY,1263,Caldas,Daniel Quitero
2011,ACH43,SONY,1417,Medellín,Sergio Fajardo
1770,ACH43,SONY,689,Medellín,Luis Perez
4849,ACH22,RICO,283,Medellín,Sergio Fajardo
4731,ACH43,RICO,1959,Bello,Federico Gutierrez
5133,ACH43,KALLEY,1380,Sabaneta,Sergio Fajardo
1414,ACH22,RICO,759,Envigado,Federico Gutierrez
1448,ACH01,RICO,1317,Bello,Luis Perez
9821,ACH43,SONY,1257,Bello,Daniel Quitero
1939,ACH22,SONY,1036,Caldas,Luis Perez
3207,ACH43,RICO,321,Envigado,Daniel Quitero
6321,ACH22,RICO,739,Bello,Daniel Quitero
8376,ACH22,SONY,963,Bello,Sergio Fajardo
9256,ACH22,KALLEY,1472,Bello,Sergio Fajardo
1038,ACH22,SONY,173,Medellín,Federico Gutierrez
9139,ACH43,SONY,1391,Envigado,Federico Gutierrez
1887,ACH22,RICO,564,Bello,Daniel Quitero
7116,ACH22,KALLEY,1311,Bello,Federico Gutierrez
1543,ACH43,SONY,360,Caldas,Luis Perez
1575,ACH22,KALLEY,1956,Envigado,Sergio Fajardo
5102,ACH22,RICO,1994,Medellín,Federico Gutierrez
2965,ACH22,RICO,141,Envigado,Anibal Gaviria
4953,ACH43,RICO,613,Envigado,Federico Gutierrez
5281,ACH22,SONY,783,Sabaneta,Daniel Quitero
2827,ACH43,RICO,464,Caldas,Luis Perez
6333,ACH43,SONY,331,Bello,Sergio Fajardo
8363,ACH43,SONY,1690,Medellín,Federico Gutierrez
1861,ACH43,SONY,1319,Envigado,Luis Perez
7067,ACH22,RICO,1213,Bello,Luis Perez
8465,ACH22,RICO,1644,Envigado,Luis Perez
2712,ACH43,SONY,976,Medellín,Sergio Fajardo
6904,ACH43,KALLEY,1375,Caldas,Daniel Quitero
9179,ACH43,KALLEY,126,Caldas,Daniel Quitero
8940,ACH01,KALLEY,798,Envigado,Sergio Fajardo
6089,ACH22,SONY,656,Medellín,Luis Perez
2306,ACH43,KALLEY,681,Caldas,Anibal Gaviria
3226,ACH22,KALLEY,674,Caldas,Luis Perez
9929,ACH22,KALLEY,1104,Sabaneta,Luis Perez
6089,ACH22,KALLEY,551,Caldas,Daniel Quitero
8961,ACH43,KALLEY,1264,Envigado,Federico Gutierrez
9613,ACH43,KALLEY,1667,Bello,Anibal Gaviria
7017,ACH01,SONY,161,Medellín,Federico Gutierrez
8725,ACH01,SONY,1881,Caldas,Sergio Fajardo
3299,ACH43,RICO,1868,Sabaneta,Daniel Quitero
5835,ACH43,RICO,623,Caldas,Luis Perez
2963,ACH22,SONY,1415,Envigado,Federico Gutierrez
9992,ACH01,KALLEY,1108,Medellín,Federico Gutierrez
8139,ACH22,RICO,655,Envigado,Luis Perez
7377,ACH01,KALLEY,302,Envigado,Luis Perez
966,ACH22,SONY,678,Medellín,Anibal Gaviria
622,ACH22,SONY,589,Bello,Daniel Quitero
6725,ACH43,SONY,1131,Bello,Luis Perez
3797,ACH43,KALLEY,613,Bello,Federico Gutierrez
8036,ACH01,RICO,474,Sabaneta,Federico Gutierrez
6758,ACH01,KALLEY,158,Caldas,Luis Perez
697,ACH01,KALLEY,894,Sabaneta,Luis Perez
869,ACH43,KALLEY,1783,Caldas,Luis Perez
4146,ACH22,RICO,852,Caldas,Anibal Gaviria
2921,ACH01,SONY,784,Envigado,Federico Gutierrez
7055,ACH43,SONY,1061,Medellín,Luis Perez
8766,ACH22,KALLEY,1471,Sabaneta,Federico Gutierrez
597,ACH22,KALLEY,1742,Envigado,Luis Perez
3253,ACH43,SONY,1116,Caldas,Luis Perez
1851,ACH22,KALLEY,558,Envigado,Luis Perez
7837,ACH43,RICO,218,Caldas,Sergio Fajardo
2515,ACH01,RICO,461,Envigado,Federico Gutierrez
5749,ACH01,KALLEY,1323,Sabaneta,Sergio Fajardo
6934,ACH43,RICO,812,Bello,Daniel Quitero
2064,ACH01,SONY,1843,Medellín,Luis Perez
7474,ACH43,KALLEY,1302,Envigado,Daniel Quitero
4548,ACH43,KALLEY,1445,Envigado,Luis Perez
474,ACH22,SONY,706,Caldas,Luis Perez
5619,ACH22,RICO,1270,Caldas,Sergio Fajardo
9431,ACH43,SONY,1961,Sabaneta,Luis Perez
4537,ACH43,RICO,1734,Caldas,Sergio Fajardo
4513,ACH01,KALLEY,463,Sabaneta,Daniel Quitero
2144,ACH43,KALLEY,1321,Medellín,Luis Perez
9747,ACH22,RICO,1087,Medellín,Anibal Gaviria
4993,ACH43,KALLEY,820,Sabaneta,Anibal Gaviria
3934,ACH01,KALLEY,1207,Envigado,Anibal Gaviria
366,ACH22,KALLEY,1871,Medellín,Luis Perez
5487,ACH22,SONY,1380,Envigado,Sergio Fajardo
5916,ACH22,SONY,597,Envigado,Daniel Quitero
6772,ACH01,RICO,1290,Medellín,Anibal Gaviria
8288,ACH22,KALLEY,537,Bello,Luis Perez
8928,ACH43,RICO,1503,Envigado,Sergio Fajardo
6332,ACH22,KALLEY,1807,Medellín,Federico Gutierrez
1302,ACH01,RICO,809,Envigado,Daniel Quitero
6340,ACH01,RICO,221,Bello,Anibal Gaviria
7818,ACH22,RICO,452,Caldas,Daniel Quitero
8316,ACH01,SONY,1185,Medellín,Sergio Fajardo
2047,ACH43,KALLEY,1707,Sabaneta,Luis Perez
1240,ACH43,RICO,1862,Medellín,Sergio Fajardo
4696,ACH22,KALLEY,1113,Medellín,Federico Gutierrez
8991,ACH01,SONY,210,Sabaneta,Anibal Gaviria
2157,ACH22,SONY,263,Medellín,Sergio Fajardo
1019,ACH01,SONY,1405,Medellín,Luis Perez
519,ACH43,KALLEY,104,Medellín,Sergio Fajardo
8497,ACH22,KALLEY,109,Caldas,Luis Perez
265,ACH43,SONY,1602,Medellín,Luis Perez
7370,ACH22,SONY,807,Sabaneta,Federico Gutierrez
8956,ACH22,RICO,834,Caldas,Daniel Quitero
6602,ACH22,KALLEY,362,Caldas,Anibal Gaviria
5625,ACH01,KALLEY,1172,Caldas,Sergio Fajardo
8433,ACH01,KALLEY,1809,Envigado,Daniel Quitero
6694,ACH01,SONY,1648,Medellín,Luis Perez
1016,ACH01,SONY,1742,Medellín,Luis Perez
6848,ACH01,KALLEY,1267,Envigado,Anibal Gaviria
9083,ACH22,RICO,1551,Envigado,Anibal Gaviria
844,ACH01,RICO,350,Envigado,Anibal Gaviria
6416,ACH01,RICO,1913,Envigado,Luis Perez
1294,ACH43,SONY,974,Medellín,Daniel Quitero
2443,ACH43,SONY,916,Envigado,Anibal Gaviria
2890,ACH43,RICO,1550,Bello,Sergio Fajardo
3727,ACH43,SONY,857,Caldas,Anibal Gaviria
3405,ACH01,RICO,976,Caldas,Sergio Fajardo
6092,ACH43,RICO,120,Envigado,Federico Gutierrez
1490,ACH22,KALLEY,457,Envigado,Daniel Quitero
3646,ACH43,RICO,1058,Envigado,Luis Perez
1611,ACH01,SONY,365,Envigado,Luis Perez
3987,ACH22,RICO,1469,Bello,Luis Perez
2687,ACH22,KALLEY,854,Bello,Daniel Quitero
6400,ACH22,KALLEY,1343,Bello,Federico Gutierrez
6691,ACH01,SONY,1690,Sabaneta,Luis Perez
6452,ACH43,SONY,161,Medellín,Daniel Quitero
4303,ACH43,SONY,753,Sabaneta,Federico Gutierrez
5469,ACH43,KALLEY,1605,Caldas,Sergio Fajardo
1122,ACH01,KALLEY,837,Sabaneta,Daniel Quitero
5486,ACH43,SONY,1874,Caldas,Luis Perez
6454,ACH22,SONY,984,Bello,Federico Gutierrez
967,ACH22,KALLEY,1405,Envigado,Anibal Gaviria
5870,ACH01,SONY,1850,Sabaneta,Daniel Quitero
1642,ACH01,KALLEY,1148,Medellín,Anibal Gaviria
7362,ACH22,KALLEY,706,Sabaneta,Luis Perez
8843,ACH22,KALLEY,384,Caldas,Federico Gutierrez
7775,ACH01,KALLEY,618,Medellín,Anibal Gaviria
506,ACH22,RICO,1670,Envigado,Sergio Fajardo
2936,ACH22,KALLEY,464,Caldas,Sergio Fajardo
4923,ACH01,KALLEY,1090,Envigado,Sergio Fajardo
2924,ACH43,RICO,188,Medellín,Anibal Gaviria
8005,ACH01,SONY,1185,Caldas,Daniel Quitero
7350,ACH22,RICO,531,Caldas,Anibal Gaviria
7567,ACH01,RICO,732,Envigado,Sergio Fajardo
2751,ACH43,RICO,1290,Bello,Anibal Gaviria
9734,ACH22,RICO,1718,Caldas,Federico Gutierrez
4880,ACH22,RICO,1087,Sabaneta,Daniel Quitero
1363,ACH43,RICO,232,Bello,Anibal Gaviria
1252,ACH01,SONY,475,Envigado,Anibal Gaviria
8379,ACH43,RICO,1273,Bello,Anibal Gaviria
1166,ACH01,RICO,1677,Envigado,Luis Perez
6204,ACH22,SONY,618,Medellín,Luis Perez
8969,ACH43,SONY,505,Caldas,Sergio Fajardo
1013,ACH22,RICO,1838,Medellín,Federico Gutierrez
4502,ACH22,SONY,1003,Sabaneta,Daniel Quitero
5532,ACH43,RICO,1463,Medellín,Sergio Fajardo
9131,ACH43,RICO,1676,Caldas,Anibal Gaviria
8512,ACH22,SONY,132,Bello,Daniel Quitero
2666,ACH43,KALLEY,1002,Medellín,Anibal Gaviria
5541,ACH22,RICO,1492,Caldas,Anibal Gaviria
562,ACH22,KALLEY,212,Envigado,Anibal Gaviria
9147,ACH01,RICO,855,Caldas,Sergio Fajardo
9576,ACH22,KALLEY,867,Sabaneta,Anibal Gaviria
9432,ACH43,KALLEY,1402,Medellín,Luis Perez
6850,ACH43,SONY,785,Caldas,Anibal Gaviria
3515,ACH43,KALLEY,1397,Caldas,Daniel Quitero
6646,ACH43,KALLEY,1991,Envigado,Anibal Gaviria
8389,ACH01,RICO,558,Bello,Daniel Quitero
3649,ACH22,SONY,100,Bello,Federico Gutierrez
6087,ACH22,RICO,1312,Medellín,Sergio Fajardo
276,ACH43,SONY,405,Bello,Federico Gutierrez
1767,ACH43,KALLEY,1087,Bello,Anibal Gaviria
1040,ACH01,RICO,1661,Medellín,Sergio Fajardo
1238,ACH01,SONY,275,Caldas,Luis Perez
9828,ACH01,KALLEY,141,Sabaneta,Luis Perez
8459,ACH43,SONY,645,Envigado,Daniel Quitero
2170,ACH43,SONY,591,Sabaneta,Luis Perez
7057,ACH22,SONY,1922,Bello,Federico Gutierrez
9509,ACH01,KALLEY,1390,Envigado,Luis Perez
1340,ACH01,SONY,927,Envigado,Sergio Fajardo
5910,ACH01,KALLEY,1761,Sabaneta,Luis Perez
7157,ACH01,RICO,1079,Sabaneta,Federico Gutierrez
833,ACH22,KALLEY,267,Sabaneta,Luis Perez
6504,ACH01,SONY,1303,Caldas,Sergio Fajardo
6267,ACH01,SONY,1037,Envigado,Federico Gutierrez
6008,ACH43,KALLEY,1635,Medellín,Federico Gutierrez
771,ACH01,SONY,724,Bello,Sergio Fajardo
4576,ACH22,KALLEY,339,Bello,Luis Perez
4581,ACH22,KALLEY,1890,Caldas,Luis Perez
4295,ACH22,SONY,907,Medellín,Sergio Fajardo
9324,ACH43,KALLEY,1256,Caldas,Federico Gutierrez
1229,ACH43,KALLEY,712,Medellín,Daniel Quitero
4054,ACH43,RICO,1378,Envigado,Federico Gutierrez
8886,ACH01,RICO,1633,Envigado,Sergio Fajardo
1350,ACH43,RICO,1102,Bello,Anibal Gaviria
9717,ACH01,RICO,295,Sabaneta,Luis Perez
601,ACH01,KALLEY,1792,Envigado,Sergio Fajardo
5990,ACH01,RICO,820,Medellín,Anibal Gaviria
1639,ACH01,SONY,1915,Envigado,Daniel Quitero
1075,ACH01,KALLEY,1449,Bello,Daniel Quitero
7241,ACH22,RICO,1727,Bello,Federico Gutierrez
3566,ACH22,SONY,1586,Bello,Sergio Fajardo
7255,ACH01,KALLEY,1788,Medellín,Federico Gutierrez
7633,ACH01,KALLEY,1921,Caldas,Anibal Gaviria
6682,ACH01,RICO,604,Sabaneta,Federico Gutierrez
4488,ACH43,KALLEY,1450,Caldas,Anibal Gaviria
7663,ACH22,SONY,1255,Bello,Daniel Quitero
405,ACH01,SONY,1283,Bello,Sergio Fajardo
8909,ACH43,KALLEY,485,Medellín,Daniel Quitero
5485,ACH01,SONY,1523,Bello,Anibal Gaviria
8202,ACH01,KALLEY,1413,Envigado,Luis Perez
6138,ACH43,RICO,111,Envigado,Sergio Fajardo
4742,ACH22,SONY,1934,Envigado,Anibal Gaviria
5381,ACH43,SONY,1694,Caldas,Sergio Fajardo
4378,ACH43,SONY,1598,Sabaneta,Sergio Fajardo
1141,ACH22,RICO,1912,Medellín,Luis Perez
2287,ACH22,RICO,880,Envigado,Daniel Quitero
5405,ACH43,SONY,1470,Sabaneta,Sergio Fajardo
7926,ACH22,KALLEY,848,Medellín,Luis Perez
4305,ACH01,KALLEY,155,Medellín,Sergio Fajardo
126,ACH22,SONY,1475,Sabaneta,Daniel Quitero
3345,ACH43,RICO,1858,Sabaneta,Daniel Quitero
1415,ACH22,RICO,842,Sabaneta,Daniel Quitero
8057,ACH01,RICO,752,Caldas,Luis Perez
6986,ACH22,KALLEY,1013,Caldas,Anibal Gaviria
4682,ACH43,SONY,803,Sabaneta,Daniel Quitero
1995,ACH22,KALLEY,830,Medellín,Luis Perez
4956,ACH01,RICO,761,Caldas,Anibal Gaviria
4701,ACH01,SONY,518,Bello,Federico Gutierrez
8757,ACH43,KALLEY,482,Caldas,Sergio Fajardo
2024,ACH01,KALLEY,1257,Medellín,Anibal Gaviria
7479,ACH01,RICO,1387,Envigado,Federico Gutierrez
1052,ACH22,RICO,456,Bello,Federico Gutierrez
2081,ACH01,KALLEY,1380,Caldas,Daniel Quitero
3393,ACH43,RICO,1628,Envigado,Anibal Gaviria
5436,ACH22,KALLEY,1231,Bello,Anibal Gaviria
5660,ACH01,KALLEY,993,Sabaneta,Daniel Quitero
9319,ACH43,SONY,532,Caldas,Daniel Quitero
2966,ACH22,SONY,245,Medellín,Federico Gutierrez
4542,ACH22,SONY,1107,Sabaneta,Sergio Fajardo
4919,ACH01,SONY,799,Caldas,Federico Gutierrez
2973,ACH22,KALLEY,405,Medellín,Daniel Quitero
5870,ACH22,SONY,529,Bello,Federico Gutierrez
4021,ACH01,SONY,1193,Medellín,Sergio Fajardo
7361,ACH22,SONY,599,Envigado,Daniel Quitero
4025,ACH01,SONY,217,Sabaneta,Luis Perez
2639,ACH01,KALLEY,1646,Bello,Anibal Gaviria
5211,ACH43,SONY,731,Sabaneta,Sergio Fajardo
799,ACH01,RICO,108,Sabaneta,Anibal Gaviria
910,ACH22,KALLEY,489,Bello,Daniel Quitero
644,ACH01,KALLEY,647,Medellín,Daniel Quitero
5386,ACH01,SONY,1037,Medellín,Anibal Gaviria
4900,ACH43,KALLEY,1570,Medellín,Daniel Quitero
8975,ACH22,SONY,1849,Bello,Federico Gutierrez
4972,ACH43,KALLEY,422,Caldas,Federico Gutierrez
4000,ACH01,RICO,1721,Sabaneta,Luis Perez
4773,ACH43,SONY,1320,Caldas,Sergio Fajardo
6021,ACH01,KALLEY,966,Medellín,Sergio Fajardo
4619,ACH43,RICO,803,Envigado,Anibal Gaviria
9374,ACH22,SONY,1524,Bello,Daniel Quitero
4703,ACH01,KALLEY,584,Envigado,Daniel Quitero
5227,ACH22,KALLEY,1012,Caldas,Sergio Fajardo
2107,ACH22,SONY,856,Medellín,Sergio Fajardo
8387,ACH22,RICO,327,Caldas,Sergio Fajardo
2687,ACH01,KALLEY,120,Medellín,Federico Gutierrez
4245,ACH01,SONY,1086,Sabaneta,Federico Gutierrez
336,ACH43,KALLEY,1089,Envigado,Daniel Quitero
4593,ACH01,RICO,278,Bello,Sergio Fajardo
9888,ACH01,SONY,1347,Bello,Sergio Fajardo
9703,ACH22,SONY,1769,Medellín,Luis Perez
6578,ACH01,KALLEY,764,Bello,Daniel Quitero
6353,ACH22,RICO,1497,Sabaneta,Daniel Quitero
7377,ACH01,SONY,136,Caldas,Luis Perez
110,ACH01,SONY,1221,Medellín,Daniel Quitero
3845,ACH22,RICO,1972,Bello,Anibal Gaviria
6172,ACH43,RICO,141,Sabaneta,Sergio Fajardo
5224,ACH01,KALLEY,1920,Sabaneta,Federico Gutierrez
6071,ACH22,SONY,1147,Medellín,Daniel Quitero
4106,ACH01,RICO,1419,Medellín,Federico Gutierrez
3031,ACH01,KALLEY,357,Caldas,Daniel Quitero
6112,ACH01,SONY,670,Medellín,Sergio Fajardo
7534,ACH22,KALLEY,832,Bello,Luis Perez
7057,ACH01,KALLEY,211,Bello,Daniel Quitero
7338,ACH01,SONY,307,Caldas,Daniel Quitero
3370,ACH43,SONY,1630,Bello,Federico Gutierrez
7283,ACH22,RICO,1406,Sabaneta,Luis Perez
542,ACH01,RICO,1903,Bello,Luis Perez
6537,ACH01,KALLEY,192,Bello,Luis Perez
1778,ACH01,KALLEY,126,Sabaneta,Daniel Quitero
6943,ACH22,RICO,969,Caldas,Daniel Quitero
7204,ACH01,SONY,397,Medellín,Federico Gutierrez
7527,ACH01,KALLEY,320,Sabaneta,Sergio Fajardo
5048,ACH43,RICO,674,Medellín,Daniel Quitero
6011,ACH43,SONY,644,Envigado,Anibal Gaviria
5109,ACH01,RICO,498,Envigado,Anibal Gaviria
2982,ACH01,KALLEY,1477,Medellín,Anibal Gaviria
8716,ACH22,KALLEY,1685,Medellín,Federico Gutierrez
1492,ACH43,KALLEY,254,Sabaneta,Daniel Quitero
4272,ACH43,KALLEY,277,Medellín,Luis Perez
2780,ACH43,RICO,1765,Bello,Federico Gutierrez
4397,ACH22,KALLEY,157,Envigado,Luis Perez
3638,ACH43,SONY,521,Caldas,Anibal Gaviria
9576,ACH43,SONY,1107,Medellín,Anibal Gaviria
5957,ACH43,RICO,920,Envigado,Sergio Fajardo
6445,ACH01,SONY,328,Caldas,Daniel Quitero
2620,ACH01,RICO,697,Caldas,Daniel Quitero
5621,ACH43,KALLEY,662,Bello,Daniel Quitero
8610,ACH01,SONY,906,Bello,Federico Gutierrez
7498,ACH43,SONY,553,Medellín,Sergio Fajardo
2747,ACH01,RICO,1156,Bello,Luis Perez
8117,ACH22,RICO,731,Caldas,Luis Perez
4755,ACH43,RICO,1311,Medellín,Anibal Gaviria
2103,ACH43,RICO,1153,Medellín,Luis Perez
7029,ACH43,RICO,1273,Bello,Sergio Fajardo
3659,ACH22,RICO,1716,Medellín,Anibal Gaviria
3014,ACH01,KALLEY,371,Envigado,Anibal Gaviria
5062,ACH01,SONY,131,Caldas,Luis Perez
8921,ACH22,KALLEY,1262,Sabaneta,Luis Perez
3609,ACH22,SONY,1821,Medellín,Luis Perez
8471,ACH43,SONY,749,Medellín,Sergio Fajardo
7658,ACH22,SONY,872,Bello,Sergio Fajardo
8484,ACH43,RICO,1200,Caldas,Federico Gutierrez
7858,ACH22,KALLEY,1895,Sabaneta,Federico Gutierrez
2315,ACH01,KALLEY,953,Sabaneta,Federico Gutierrez
183,ACH22,RICO,1353,Sabaneta,Anibal Gaviria
4921,ACH43,RICO,1040,Caldas,Anibal Gaviria
1352,ACH01,KALLEY,1459,Sabaneta,Daniel Quitero
9297,ACH43,RICO,1798,Sabaneta,Luis Perez
1811,ACH22,SONY,703,Medellín,Daniel Quitero
3116,ACH43,SONY,376,Caldas,Federico Gutierrez
157,ACH01,KALLEY,496,Sabaneta,Sergio Fajardo
9495,ACH43,RICO,1973,Sabaneta,Anibal Gaviria
1254,ACH01,KALLEY,1237,Sabaneta,Luis Perez
8013,ACH01,SONY,815,Medellín,Federico Gutierrez
6448,ACH43,KALLEY,356,Sabaneta,Luis Perez
2453,ACH22,RICO,868,Envigado,Daniel Quitero
7245,ACH01,RICO,689,Bello,Federico Gutierrez
8254,ACH43,RICO,378,Medellín,Luis Perez
6826,ACH43,RICO,789,Bello,Anibal Gaviria
1342,ACH01,SONY,1150,Caldas,Daniel Quitero
5930,ACH01,RICO,153,Envigado,Anibal Gaviria
628,ACH22,SONY,1679,Medellín,Anibal Gaviria
7632,ACH01,KALLEY,944,Envigado,Daniel Quitero
3761,ACH01,RICO,1894,Envigado,Federico Gutierrez
8849,ACH01,RICO,294,Medellín,Anibal Gaviria
1030,ACH22,RICO,573,Sabaneta,Federico Gutierrez
4433,ACH01,KALLEY,103,Envigado,Federico Gutierrez
6975,ACH22,SONY,1068,Sabaneta,Federico Gutierrez
5947,ACH22,RICO,1042,Sabaneta,Federico Gutierrez
4116,ACH01,SONY,474,Caldas,Anibal Gaviria
9767,ACH43,KALLEY,1167,Medellín,Daniel Quitero
5075,ACH43,KALLEY,1884,Envigado,Daniel Quitero
4646,ACH01,RICO,1482,Bello,Federico Gutierrez
1789,ACH43,KALLEY,1024,Caldas,Luis Perez
8559,ACH01,SONY,1053,Envigado,Luis Perez
1049,ACH22,SONY,382,Envigado,Federico Gutierrez
9843,ACH43,KALLEY,1257,Sabaneta,Federico Gutierrez
9556,ACH43,RICO,980,Caldas,Luis Perez
9640,ACH01,SONY,527,Envigado,Sergio Fajardo
834,ACH01,SONY,993,Caldas,Daniel Quitero
1106,ACH01,KALLEY,1049,Sabaneta,Luis Perez
1063,ACH01,KALLEY,1857,Sabaneta,Daniel Quitero
2162,ACH01,RICO,717,Bello,Daniel Quitero
3727,ACH43,KALLEY,1694,Bello,Daniel Quitero
8616,ACH43,KALLEY,1732,Medellín,Anibal Gaviria
5589,ACH43,RICO,305,Caldas,Federico Gutierrez
6696,ACH43,KALLEY,1347,Medellín,Daniel Quitero
2452,ACH22,KALLEY,1896,Caldas,Federico Gutierrez
970,ACH01,RICO,398,Sabaneta,Federico Gutierrez
844,ACH22,RICO,1056,Sabaneta,Federico Gutierrez
2358,ACH01,SONY,663,Medellín,Federico Gutierrez
5181,ACH22,RICO,546,Medellín,Sergio Fajardo
8502,ACH22,KALLEY,951,Caldas,Daniel Quitero
5273,ACH22,SONY,1472,Bello,Daniel Quitero
5047,ACH43,KALLEY,1641,Bello,Sergio Fajardo
2040,ACH01,KALLEY,1150,Sabaneta,Anibal Gaviria
8686,ACH22,RICO,1621,Envigado,Daniel Quitero
6035,ACH01,SONY,704,Caldas,Sergio Fajardo
9969,ACH01,KALLEY,1866,Medellín,Anibal Gaviria
706,ACH43,KALLEY,1781,Bello,Luis Perez
2011,ACH01,SONY,1765,Envigado,Anibal Gaviria
4244,ACH01,KALLEY,1713,Bello,Sergio Fajardo
834,ACH43,RICO,951,Caldas,Luis Perez
6276,ACH22,SONY,1405,Envigado,Daniel Quitero
9235,ACH43,RICO,588,Caldas,Anibal Gaviria
798,ACH43,KALLEY,493,Sabaneta,Federico Gutierrez
6922,ACH01,RICO,297,Envigado,Anibal Gaviria
4442,ACH22,KALLEY,1833,Envigado,Daniel Quitero
8535,ACH22,SONY,524,Bello,Daniel Quitero
